ENSG00000000003 TSPAN6
ENSG00000185418 TARSL2
ENSG00000185420 SMYD3
ENSG00000185432 METTL7A
ENSG00000185436 IFNLR1
ENSG00000185437 SH3BGR
ENSG00000185442 FAM174B
ENSG00000185453 C19orf68
ENSG00000185475 TMEM179B
ENSG00000185477 GPRIN3
ENSG00000185480 PARPBP
ENSG00000185482 STAC3
ENSG00000185483 ROR1
ENSG00000185485 SDHAP1
ENSG00000185495 RP11.504P24.3
ENSG00000185499 MUC1
ENSG00000185504 C17orf70
ENSG00000185507 IRF7
ENSG00000185513 L3MBTL1
ENSG00000185515 BRCC3
ENSG00000185518 SV2B
ENSG00000185519 FAM131C
ENSG00000185522 LMNTD2
ENSG00000185523 SPATA45
ENSG00000185527 PDE6G
ENSG00000185532 PRKG1
ENSG00000185551 NR2F2
ENSG00000185561 TLCD2
ENSG00000185565 LSAMP
ENSG00000185585 OLFML2A
ENSG00000185591 SP1
ENSG00000185596 WASH3P
ENSG00000185608 MRPL40
ENSG00000185614 FAM212A
ENSG00000185615 PDIA2
ENSG00000185619 PCGF3
ENSG00000185621 LMLN
ENSG00000185624 P4HB
ENSG00000185627 PSMD13
ENSG00000185630 PBX1
ENSG00000185631 AC017079.3
ENSG00000185633 NDUFA4L2
ENSG00000185634 SHC4
ENSG00000185638 FTH1P14
ENSG00000185641 CTD.2287O16.1
ENSG00000185650 ZFP36L1
ENSG00000185651 UBE2L3
ENSG00000185652 NTF3
ENSG00000185658 BRWD1
ENSG00000185664 PMEL
ENSG00000185668 POU3F1
ENSG00000185669 SNAI3
ENSG00000185670 ZBTB3
ENSG00000185674 LYG2
ENSG00000185681 MORN5
ENSG00000185684 EP400NL
ENSG00000185686 PRAME
ENSG00000185689 C6orf201
ENSG00000185697 MYBL1
ENSG00000185710 SMG1P4
ENSG00000185716 C16orf52
ENSG00000185721 DRG1
ENSG00000185722 ANKFY1
ENSG00000185728 YTHDF3
ENSG00000185730 ZNF696
ENSG00000185737 NRG3
ENSG00000185739 SRL
ENSG00000185745 IFIT1
ENSG00000185753 CXorf38
ENSG00000185760 KCNQ5
ENSG00000185761 ADAMTSL5
ENSG00000185774 KCNIP4
ENSG00000185787 MORF4L1
ENSG00000185792 NLRP9
ENSG00000185798 WDR53
ENSG00000185800 DMWD
ENSG00000185803 SLC52A2
ENSG00000185808 PIGP
ENSG00000185811 IKZF1
ENSG00000185813 PCYT2
ENSG00000185825 BCAP31
ENSG00000185829 ARL17A
ENSG00000185834 RPL12P4
ENSG00000185837 CECR5.AS1
ENSG00000185838 GNB1L
ENSG00000185839 RP4.592A1.2
ENSG00000185842 DNAH14
ENSG00000185860 C1orf110
ENSG00000185862 EVI2B
ENSG00000185863 TMEM210
ENSG00000185864 NPIPB4
ENSG00000185869 ZNF829
ENSG00000185875 THNSL1
ENSG00000185880 TRIM69
ENSG00000185883 ATP6V0C
ENSG00000185885 IFITM1
ENSG00000185896 LAMP1
ENSG00000185900 POMK
ENSG00000185905 C16orf54
ENSG00000185909 KLHDC8B
ENSG00000185917 SETD4
ENSG00000185920 PTCH1
ENSG00000185924 RTN4RL1
ENSG00000185942 NKAIN3
ENSG00000185946 RNPC3
ENSG00000185947 ZNF267
ENSG00000185950 IRS2
ENSG00000185955 C7orf61
ENSG00000185958 FAM186A
ENSG00000185960 SHOX
ENSG00000185963 BICD2
ENSG00000185973 TMLHE
ENSG00000185986 SDHAP3
ENSG00000185988 PLK5
ENSG00000185989 RASA3
ENSG00000186001 LRCH3
ENSG00000186007 LEMD1
ENSG00000186008 RPS4XP21
ENSG00000186010 NDUFA13
ENSG00000186017 ZNF566
ENSG00000186019 AC084219.4
ENSG00000186020 ZNF529
ENSG00000186026 ZNF284
ENSG00000186038 HTR3E
ENSG00000186047 DLEU7
ENSG00000186051 TAL2
ENSG00000186056 MATN1.AS1
ENSG00000186063 AIDA
ENSG00000186073 C15orf41
ENSG00000186075 ZPBP2
ENSG00000186086 NBPF6
ENSG00000186088 GSAP
ENSG00000186094 AGBL4
ENSG00000186103 ARGFX
ENSG00000186104 CYP2R1
ENSG00000186105 LRRC70
ENSG00000186106 ANKRD46
ENSG00000186111 PIP5K1C
ENSG00000186118 TEX38
ENSG00000186130 ZBTB6
ENSG00000186132 C2orf76
ENSG00000186136 TAS2R42
ENSG00000186141 POLR3C
ENSG00000186153 WWOX
ENSG00000186160 CYP4Z1
ENSG00000186162 CIDECP
ENSG00000186166 CCDC84
ENSG00000186174 BCL9L
ENSG00000186184 POLR1D
ENSG00000186185 KIF18B
ENSG00000186187 ZNRF1
ENSG00000186193 SAPCD2
ENSG00000186197 EDARADD
ENSG00000186198 SLC51B
ENSG00000186204 CYP4F12
ENSG00000186205 MARC1
ENSG00000186222 BLOC1S4
ENSG00000186226 LCE1E
ENSG00000186230 ZNF749
ENSG00000186231 KLHL32
ENSG00000186234 FAM86MP
ENSG00000186235 AC016757.3
ENSG00000186244 RP11.1079K10.1
ENSG00000186260 MKL2
ENSG00000186265 BTLA
ENSG00000186272 ZNF17
ENSG00000186280 KDM4D
ENSG00000186281 GPAT2
ENSG00000186283 TOR3A
ENSG00000186298 PPP1CC
ENSG00000186300 ZNF555
ENSG00000186301 MST1P2
ENSG00000186312 CA5BP1
ENSG00000186314 PRELID2
ENSG00000186318 BACE1
ENSG00000186326 RGS9BP
ENSG00000186329 TMEM212
ENSG00000186334 SLC36A3
ENSG00000186335 SLC36A2
ENSG00000186340 THBS2
ENSG00000186350 RXRA
ENSG00000186352 ANKRD37
ENSG00000186354 C9orf47
ENSG00000186364 NUDT17
ENSG00000186367 KIAA1024L
ENSG00000186369 LINC00643
ENSG00000186376 ZNF75D
ENSG00000186377 CYP4X1
ENSG00000186395 KRT10
ENSG00000186399 GOLGA8R
ENSG00000186409 CCDC30
ENSG00000186416 NKRF
ENSG00000186417 GLDN
ENSG00000186431 FCAR
ENSG00000186432 KPNA4
ENSG00000186439 TRDN
ENSG00000186446 ZNF501
ENSG00000186448 ZNF197
ENSG00000186451 SPATA12
ENSG00000186452 TMPRSS12
ENSG00000186453 FAM228A
ENSG00000186462 NAP1L2
ENSG00000186466 AQP7P1
ENSG00000186468 RPS23
ENSG00000186469 GNG2
ENSG00000186470 BTN3A2
ENSG00000186471 AKAP14
ENSG00000186472 PCLO
ENSG00000186480 INSIG1
ENSG00000186481 ANKRD20A5P
ENSG00000186487 MYT1L
ENSG00000186493 C5orf38
ENSG00000186496 ZNF396
ENSG00000186501 TMEM222
ENSG00000186510 CLCNKA
ENSG00000186517 ARHGAP30
ENSG00000186522 SEPT10
ENSG00000186523 FAM86B1
ENSG00000186526 CYP4F8
ENSG00000186529 CYP4F3
ENSG00000186532 SMYD4
ENSG00000186564 FOXD2
ENSG00000186566 GPATCH8
ENSG00000186567 CEACAM19
ENSG00000186575 NF2
ENSG00000186577 C6orf1
ENSG00000186583 SPATC1
ENSG00000186591 UBE2H
ENSG00000186594 MIR22HG
ENSG00000186603 HPDL
ENSG00000186615 KTN1.AS1
ENSG00000186625 KATNA1
ENSG00000186628 FSD2
ENSG00000186635 ARAP1
ENSG00000186638 KIF24
ENSG00000186645 SPDYE17
ENSG00000186648 LRRC16B
ENSG00000186654 PRR5
ENSG00000186660 ZFP91
ENSG00000186665 C17orf58
ENSG00000186666 BCDIN3D
ENSG00000186676 EEF1GP1
ENSG00000186684 CYP27C1
ENSG00000186687 LYRM7
ENSG00000186704 DTX2P1
ENSG00000186710 CCDC42B
ENSG00000186714 CCDC73
ENSG00000186715 MST1L
ENSG00000186716 BCR
ENSG00000186743 TPI1P3
ENSG00000186765 FSCN2
ENSG00000186767 SPIN4
ENSG00000186787 SPIN2B
ENSG00000186792 HYAL3
ENSG00000186806 VSIG10L
ENSG00000186810 CXCR3
ENSG00000186812 ZNF397
ENSG00000186814 ZSCAN30
ENSG00000186815 TPCN1
ENSG00000186818 LILRB4
ENSG00000186827 TNFRSF4
ENSG00000186834 HEXIM1
ENSG00000186838 SELV
ENSG00000186842 LINC00846
ENSG00000186854 TRABD2A
ENSG00000186862 PDZD7
ENSG00000186866 POFUT2
ENSG00000186868 MAPT
ENSG00000186871 ERCC6L
ENSG00000186889 TMEM17
ENSG00000186891 TNFRSF18
ENSG00000186907 RTN4RL2
ENSG00000186908 ZDHHC17
ENSG00000186918 ZNF395
ENSG00000186919 ZACN
ENSG00000186940 CHCHD2P9
ENSG00000186951 PPARA
ENSG00000186952 TMEM232
ENSG00000186960 LINC01551
ENSG00000186976 EFCAB6
ENSG00000186994 KANK3
ENSG00000186998 EMID1
ENSG00000187005 KRTAP21.1
ENSG00000187010 RHD
ENSG00000187013 C17orf82
ENSG00000187017 ESPN
ENSG00000187021 PNLIPRP1
ENSG00000187024 PTRH1
ENSG00000187033 SAMD7
ENSG00000187049 TMEM216
ENSG00000187051 RPS19BP1
ENSG00000187054 TMPRSS11A
ENSG00000187066 TMEM262
ENSG00000187068 C3orf70
ENSG00000187079 TEAD1
ENSG00000187091 PLCD1
ENSG00000187097 ENTPD5
ENSG00000187098 MITF
ENSG00000187105 HEATR4
ENSG00000187109 NAP1L1
ENSG00000187116 LILRA5
ENSG00000187118 CMC1
ENSG00000187122 SLIT1
ENSG00000187123 LYPD6
ENSG00000187134 AKR1C1
ENSG00000187144 SPATA21
ENSG00000187147 RNF220
ENSG00000187151 ANGPTL5
ENSG00000187164 KIAA1598
ENSG00000187172 BAGE2
ENSG00000187185 CTD.2600O9.1
ENSG00000187186 RP11.195F19.5
ENSG00000187187 ZNF546
ENSG00000187189 TSPYL4
ENSG00000187193 MT1X
ENSG00000187210 GCNT1
ENSG00000187229 RP11.161I2.1
ENSG00000187231 SESTD1
ENSG00000187239 FNBP1
ENSG00000187240 DYNC2H1
ENSG00000187244 BCAM
ENSG00000187257 RSBN1L
ENSG00000187260 WDR86
ENSG00000187266 EPOR
ENSG00000187268 FAM9C
ENSG00000187323 DCC
ENSG00000187325 TAF9B
ENSG00000187372 PCDHB13
ENSG00000187391 MAGI2
ENSG00000187398 LUZP2
ENSG00000187416 LHFPL3
ENSG00000187446 CHP1
ENSG00000187472 RP11.67P15.1
ENSG00000187479 C11orf96
ENSG00000187486 KCNJ11
ENSG00000187492 CDHR4
ENSG00000187498 COL4A1
ENSG00000187504 RPL7P48
ENSG00000187510 PLEKHG7
ENSG00000187513 GJA4
ENSG00000187514 PTMA
ENSG00000187522 HSPA14
ENSG00000187531 SIRT7
ENSG00000187534 PRR13P5
ENSG00000187535 IFT140
ENSG00000187546 AGMO
ENSG00000187553 CYP26C1
ENSG00000187555 USP7
ENSG00000187556 NANOS3
ENSG00000187566 NHLRC1
ENSG00000187581 COX8C
ENSG00000187583 PLEKHN1
ENSG00000187589 TERF1P2
ENSG00000187595 ZNF385C
ENSG00000187600 TMEM247
ENSG00000187601 MAGEH1
ENSG00000187605 TET3
ENSG00000187607 ZNF286A
ENSG00000187608 ISG15
ENSG00000187609 EXD3
ENSG00000187621 TCL6
ENSG00000187624 C17orf97
ENSG00000187626 ZKSCAN4
ENSG00000187627 RGPD1
ENSG00000187630 DHRS4L2
ENSG00000187634 SAMD11
ENSG00000187642 PERM1
ENSG00000187650 VMAC
ENSG00000187653 TMSB4XP8
ENSG00000187658 C5orf52
ENSG00000187672 ERC2
ENSG00000187676 B3GALTL
ENSG00000187678 SPRY4
ENSG00000187686 KRT18P59
ENSG00000187688 TRPV2
ENSG00000187699 C2orf88
ENSG00000187713 TMEM203
ENSG00000187715 KBTBD12
ENSG00000187720 THSD4
ENSG00000187726 DNAJB13
ENSG00000187735 TCEA1
ENSG00000187736 NHEJ1
ENSG00000187741 FANCA
ENSG00000187742 SECISBP2
ENSG00000187747 OR52B6
ENSG00000187753 C9orf153
ENSG00000187758 ADH1A
ENSG00000187764 SEMA4D
ENSG00000187775 DNAH17
ENSG00000187778 MCRS1
ENSG00000187783 TMEM72
ENSG00000187790 FANCM
ENSG00000187792 ZNF70
ENSG00000187796 CARD9
ENSG00000187800 PEAR1
ENSG00000187801 ZFP69B
ENSG00000187808 SOWAHD
ENSG00000187815 ZFP69
ENSG00000187824 TMEM220
ENSG00000187833 C2orf78
ENSG00000187837 HIST1H1C
ENSG00000187840 EIF4EBP1
ENSG00000187860 CCDC157
ENSG00000187866 FAM122A
ENSG00000187870 RNFT1P3
ENSG00000187871 GFRAL
ENSG00000187904 AC097382.5
ENSG00000187905 LRRC74B
ENSG00000187912 CLEC17A
ENSG00000187942 LDLRAD2
ENSG00000187950 OVCH1
ENSG00000187951 ARHGAP11B
ENSG00000187953 PMS2CL
ENSG00000187954 CYHR1
ENSG00000187955 COL14A1
ENSG00000187959 CPSF4L
ENSG00000187961 KLHL17
ENSG00000187980 PLA2G2C
ENSG00000187984 ANKRD19P
ENSG00000187988 KCTD9P3
ENSG00000187994 RINL
ENSG00000187997 C17orf99
ENSG00000188000 OR7D2
ENSG00000188001 TPRG1
ENSG00000188002 RP11.43F13.1
ENSG00000188004 C1orf204
ENSG00000188010 MORN2
ENSG00000188015 S100A3
ENSG00000188021 UBQLN2
ENSG00000188026 RILPL1
ENSG00000188032 C19orf67
ENSG00000188033 ZNF490
ENSG00000188039 NWD1
ENSG00000188042 ARL4C
ENSG00000188050 RNF133
ENSG00000188051 TMEM221
ENSG00000188060 RAB42
ENSG00000188064 WNT7B
ENSG00000188070 C11orf95
ENSG00000188078 RP5.1119A7.11
ENSG00000188086 PRSS45
ENSG00000188089 PLA2G4E
ENSG00000188092 GPR89B
ENSG00000188095 MESP2
ENSG00000188107 EYS
ENSG00000188112 C6orf132
ENSG00000188124 OR2AG2
ENSG00000188130 MAPK12
ENSG00000188133 TMEM215
ENSG00000188153 COL4A5
ENSG00000188157 AGRN
ENSG00000188158 NHS
ENSG00000188163 FAM166A
ENSG00000188167 TMPPE
ENSG00000188171 ZNF626
ENSG00000188175 HEPACAM2
ENSG00000188177 ZC3H6
ENSG00000188185 LINC00265
ENSG00000188186 LAMTOR4
ENSG00000188191 PRKAR1B
ENSG00000188206 HNRNPU.AS1
ENSG00000188211 NCR3LG1
ENSG00000188215 DCUN1D3
ENSG00000188219 POTEE
ENSG00000188227 ZNF793
ENSG00000188229 TUBB4B
ENSG00000188234 AGAP4
ENSG00000188242 PP7080
ENSG00000188243 COMMD6
ENSG00000188266 HYKK
ENSG00000188269 OR7A5
ENSG00000188277 C15orf62
ENSG00000188283 ZNF383
ENSG00000188290 HES4
ENSG00000188295 ZNF669
ENSG00000188305 C19orf35
ENSG00000188312 CENPP
ENSG00000188313 PLSCR1
ENSG00000188315 C3orf62
ENSG00000188316 ENO4
ENSG00000188321 ZNF559
ENSG00000188322 SBK1
ENSG00000188342 GTF2F2
ENSG00000188343 FAM92A1
ENSG00000188352 FOCAD
ENSG00000188368 PRR19
ENSG00000188372 ZP3
ENSG00000188375 H3F3C
ENSG00000188383 AC018892.9
ENSG00000188385 JAKMIP3
ENSG00000188389 PDCD1
ENSG00000188394 GPR21
ENSG00000188396 TCTEX1D4
ENSG00000188399 ANKRD36P1
ENSG00000188403 IGHV1OR15.9
ENSG00000188404 SELL
ENSG00000188419 CHM
ENSG00000188428 BLOC1S5
ENSG00000188451 SRP72P2
ENSG00000188452 CERKL
ENSG00000188459 WASF4P
ENSG00000188467 SLC24A5
ENSG00000188483 IER5L
ENSG00000188486 H2AFX
ENSG00000188487 INSC
ENSG00000188493 C19orf54
ENSG00000188501 LCTL
ENSG00000188505 NCCRP1
ENSG00000188511 C22orf34
ENSG00000188512 RP1.273G13.2
ENSG00000188522 FAM83G
ENSG00000188529 SRSF10
ENSG00000188536 HBA2
ENSG00000188542 DUSP28
ENSG00000188549 C15orf52
ENSG00000188554 NBR1
ENSG00000188559 RALGAPA2
ENSG00000188566 NDOR1
ENSG00000188573 FBLL1
ENSG00000188580 NKAIN2
ENSG00000188582 PAQR9
ENSG00000188596 CFAP54
ENSG00000188599 NPIPP1
ENSG00000188603 CLN3
ENSG00000188610 FAM72B
ENSG00000188611 ASAH2
ENSG00000188612 SUMO2
ENSG00000188613 NANOS1
ENSG00000188620 HMX3
ENSG00000188641 DPYD
ENSG00000188643 S100A16
ENSG00000188647 PTAR1
ENSG00000188649 CC2D2B
ENSG00000188659 SAXO2
ENSG00000188672 RHCE
ENSG00000188674 C2orf80
ENSG00000188676 IDO2
ENSG00000188677 PARVB
ENSG00000188681 TEKT4P2
ENSG00000188687 SLC4A5
ENSG00000188690 UROS
ENSG00000188693 CYP51A1.AS1
ENSG00000188706 ZDHHC9
ENSG00000188707 ZBED6CL
ENSG00000188725 SMIM15
ENSG00000188730 VWC2
ENSG00000188732 FAM221A
ENSG00000188735 TMEM120B
ENSG00000188738 FSIP2
ENSG00000188739 RBM34
ENSG00000188747 NOXA1
ENSG00000188760 TMEM198
ENSG00000188761 BCL2L15
ENSG00000188763 FZD9
ENSG00000188766 SPRED3
ENSG00000188771 PLET1
ENSG00000188779 SKOR1
ENSG00000188783 PRELP
ENSG00000188785 ZNF548
ENSG00000188786 MTF1
ENSG00000188800 TMCO2
ENSG00000188807 TMEM201
ENSG00000188811 NHLRC3
ENSG00000188816 HMX2
ENSG00000188820 FAM26F
ENSG00000188822 CNR2
ENSG00000188825 LINC00910
ENSG00000188827 SLX4
ENSG00000188833 ENTPD8
ENSG00000188846 RPL14
ENSG00000188848 BEND4
ENSG00000188850 RP11.159F24.2
ENSG00000188856 RPSAP47
ENSG00000188868 ZNF563
ENSG00000188869 TMC3
ENSG00000188873 RPL10AP2
ENSG00000188878 FBF1
ENSG00000188895 MSL1
ENSG00000188897 CTD.3088G3.8
ENSG00000188906 LRRK2
ENSG00000188916 FAM196A
ENSG00000188917 TRMT2B
ENSG00000188921 HACD4
ENSG00000188933 USP32P1
ENSG00000188938 FAM120AOS
ENSG00000188958 UTS2B
ENSG00000188959 C9orf152
ENSG00000188976 NOC2L
ENSG00000188981 MSANTD1
ENSG00000188985 DHFRP1
ENSG00000188986 NELFB
ENSG00000188991 SLC15A5
ENSG00000188992 LIPI
ENSG00000188993 LRRC66
ENSG00000188994 ZNF292
ENSG00000188996 HUS1B
ENSG00000188997 KCTD21
ENSG00000189007 ADAT2
ENSG00000189023 MAGEB16
ENSG00000189042 ZNF567
ENSG00000189043 NDUFA4
ENSG00000189045 ANKDD1B
ENSG00000189046 ALKBH2
ENSG00000189050 RNFT1
ENSG00000189051 RNF222
ENSG00000189056 RELN
ENSG00000189057 FAM111B
ENSG00000189058 APOD
ENSG00000189060 H1F0
ENSG00000189067 LITAF
ENSG00000189077 TMEM120A
ENSG00000189079 ARID2
ENSG00000189089 RIMKLBP1
ENSG00000189091 SF3B3
ENSG00000189114 BLOC1S3
ENSG00000189129 PLAC9
ENSG00000189134 NKAPL
ENSG00000189136 UBE2Q2P1
ENSG00000189143 CLDN4
ENSG00000189144 ZNF573
ENSG00000189145 RP11.77G22.2
ENSG00000189149 CRYM.AS1
ENSG00000189152 GRAPL
ENSG00000189157 FAM47E
ENSG00000189159 HN1
ENSG00000189164 ZNF527
ENSG00000189167 ZAR1L
ENSG00000189171 S100A13
ENSG00000189180 ZNF33A
ENSG00000189184 PCDH18
ENSG00000189190 ZNF600
ENSG00000189195 BTBD8
ENSG00000189212 DPY19L2P1
ENSG00000189223 PAX8.AS1
ENSG00000189227 C15orf61
ENSG00000189229 AC069277.2
ENSG00000189233 NUGGC
ENSG00000189238 LINC00943
ENSG00000189241 TSPYL1
ENSG00000189266 PNRC2
ENSG00000189269 DRICH1
ENSG00000189283 FHIT
ENSG00000189292 FAM150B
ENSG00000189295 ANKRD62P1.PARP4P3
ENSG00000189298 ZKSCAN3
ENSG00000189306 RRP7A
ENSG00000189308 LIN54
ENSG00000189316 RP11.797H7.5
ENSG00000189319 FAM53B
ENSG00000189332 RP11.113D6.10
ENSG00000189337 KAZN
ENSG00000189339 SLC35E2B
ENSG00000189343 RPS2P46
ENSG00000189350 FAM179A
ENSG00000189362 TMEM194B
ENSG00000189366 ALG1L
ENSG00000189367 KIAA0408
ENSG00000189369 GSPT2
ENSG00000189375 TBC1D28
ENSG00000189376 C8orf76
ENSG00000189377 CXCL17
ENSG00000189401 OTUD6A
ENSG00000189403 HMGB1
ENSG00000189409 MMP23B
ENSG00000189419 SPATA41
ENSG00000189420 ZFP92
ENSG00000195401 Y_RNA
ENSG00000196072 BLOC1S2
ENSG00000196074 SYCP2
ENSG00000196081 ZNF724P
ENSG00000196083 IL1RAP
ENSG00000196090 PTPRT
ENSG00000196092 PAX5
ENSG00000196096 AC079610.2
ENSG00000196104 SPOCK3
ENSG00000196109 ZNF676
ENSG00000196110 ZNF699
ENSG00000196114 RP3.391O22.3
ENSG00000196115 ADAM5
ENSG00000196116 TDRD7
ENSG00000196123 KIAA0895L
ENSG00000196126 HLA.DRB1
ENSG00000196139 AKR1C3
ENSG00000196141 SPATS2L
ENSG00000196150 ZNF250
ENSG00000196151 WDSUB1
ENSG00000196152 ZNF79
ENSG00000196154 S100A4
ENSG00000196155 PLEKHG4
ENSG00000196159 FAT4
ENSG00000196166 C8orf86
ENSG00000196167 COLCA1
ENSG00000196169 KIF19
ENSG00000196172 ZNF681
ENSG00000196177 ACADSB
ENSG00000196182 STK40
ENSG00000196183 RPS2P4
ENSG00000196187 TMEM63A
ENSG00000196189 SEMA4A
ENSG00000196196 HRCT1
ENSG00000196199 MPHOSPH8
ENSG00000196204 RNF216P1
ENSG00000196205 EEF1A1P5
ENSG00000196208 GREB1
ENSG00000196214 ZNF766
ENSG00000196218 RYR1
ENSG00000196220 SRGAP3
ENSG00000196227 FAM217B
ENSG00000196230 TUBB
ENSG00000196233 LCOR
ENSG00000196235 SUPT5H
ENSG00000196236 XPNPEP3
ENSG00000196247 ZNF107
ENSG00000196260 SFTA2
ENSG00000196262 PPIA
ENSG00000196263 ZNF471
ENSG00000196267 ZNF836
ENSG00000196268 ZNF493
ENSG00000196274 Metazoa_SRP
ENSG00000196275 GTF2IRD2
ENSG00000196277 GRM7
ENSG00000196284 SUPT3H
ENSG00000196290 NIF3L1
ENSG00000196295 AC005154.6
ENSG00000196296 ATP2A1
ENSG00000196305 IARS
ENSG00000196312 HIATL2
ENSG00000196313 POM121
ENSG00000196323 ZBTB44
ENSG00000196338 NLGN3
ENSG00000196345 ZKSCAN7
ENSG00000196352 CD55
ENSG00000196357 ZNF565
ENSG00000196358 NTNG2
ENSG00000196361 ELAVL3
ENSG00000196363 WDR5
ENSG00000196365 LONP1
ENSG00000196366 C9orf163
ENSG00000196367 TRRAP
ENSG00000196369 SRGAP2B
ENSG00000196371 FUT4
ENSG00000196372 ASB13
ENSG00000196376 SLC35F1
ENSG00000196378 ZNF34
ENSG00000196381 ZNF781
ENSG00000196387 ZNF140
ENSG00000196388 INCA1
ENSG00000196390 CTD.2503O16.3
ENSG00000196391 ZNF774
ENSG00000196396 PTPN1
ENSG00000196405 EVL
ENSG00000196411 EPHB4
ENSG00000196417 ZNF765
ENSG00000196418 ZNF124
ENSG00000196419 XRCC6
ENSG00000196420 S100A5
ENSG00000196421 LINC00176
ENSG00000196422 PPP1R26
ENSG00000196428 TSC22D2
ENSG00000196431 CRYBA4
ENSG00000196433 ASMT
ENSG00000196436 NPIPB15
ENSG00000196437 ZNF569
ENSG00000196440 ARMCX4
ENSG00000196449 YRDC
ENSG00000196453 ZNF777
ENSG00000196455 PIK3R4
ENSG00000196456 ZNF775
ENSG00000196458 ZNF605
ENSG00000196459 TRAPPC2
ENSG00000196465 MYL6B
ENSG00000196466 ZNF799
ENSG00000196468 FGF16
ENSG00000196470 SIAH1
ENSG00000196476 C20orf96
ENSG00000196482 ESRRG
ENSG00000196497 IPO4
ENSG00000196498 NCOR2
ENSG00000196502 SULT1A1
ENSG00000196503 ARL9
ENSG00000196504 PRPF40A
ENSG00000196505 GDAP2
ENSG00000196507 TCEAL3
ENSG00000196510 ANAPC7
ENSG00000196511 TPK1
ENSG00000196517 SLC6A9
ENSG00000196526 AFAP1
ENSG00000196531 NACA
ENSG00000196535 MYO18A
ENSG00000196544 C17orf59
ENSG00000196547 MAN2A2
ENSG00000196549 MME
ENSG00000196550 FAM72A
ENSG00000196562 SULF2
ENSG00000196564 RP3.499B10.3
ENSG00000196565 HBG2
ENSG00000196566 RP11.57C13.3
ENSG00000196569 LAMA2
ENSG00000196576 PLXNB2
ENSG00000196581 AJAP1
ENSG00000196584 XRCC2
ENSG00000196586 MYO6
ENSG00000196588 MKL1
ENSG00000196591 HDAC2
ENSG00000196597 ZNF782
ENSG00000196604 POTEF
ENSG00000196605 ZNF846
ENSG00000196620 UGT2B15
ENSG00000196628 TCF4
ENSG00000196632 WNK3
ENSG00000196634 RP3.337D23.3
ENSG00000196636 SDHAF3
ENSG00000196642 RABL6
ENSG00000196646 ZNF136
ENSG00000196652 ZKSCAN5
ENSG00000196653 ZNF502
ENSG00000196655 TRAPPC4
ENSG00000196656 AC004057.1
ENSG00000196659 TTC30B
ENSG00000196663 TECPR2
ENSG00000196664 TLR7
ENSG00000196668 LINC00173
ENSG00000196670 ZFP62
ENSG00000196678 ERI2
ENSG00000196683 TOMM7
ENSG00000196684 HSH2D
ENSG00000196689 TRPV1
ENSG00000196693 ZNF33B
ENSG00000196696 PDXDC2P
ENSG00000196700 ZNF512B
ENSG00000196704 AMZ2
ENSG00000196705 ZNF431
ENSG00000196712 NF1
ENSG00000196715 VKORC1L1
ENSG00000196724 ZNF418
ENSG00000196730 DAPK1
ENSG00000196735 HLA.DQA1
ENSG00000196739 COL27A1
ENSG00000196741 LINC01560
ENSG00000196743 GM2A
ENSG00000196747 HIST1H2AI
ENSG00000196754 S100A2
ENSG00000196756 SNHG17
ENSG00000196757 ZNF700
ENSG00000196776 CD47
ENSG00000196781 TLE1
ENSG00000196782 MAML3
ENSG00000196787 HIST1H2AG
ENSG00000196792 STRN3
ENSG00000196793 ZNF239
ENSG00000196810 CTBP1.AS2
ENSG00000196811 CHRNG
ENSG00000196812 ZSCAN16
ENSG00000196814 MVB12B
ENSG00000196821 C6orf106
ENSG00000196839 ADA
ENSG00000196843 ARID5A
ENSG00000196844 PATE2
ENSG00000196850 PPTC7
ENSG00000196860 TOMM20L
ENSG00000196862 RGPD4
ENSG00000196865 NHLRC2
ENSG00000196866 HIST1H2AD
ENSG00000196872 KIAA1211L
ENSG00000196873 CBWD3
ENSG00000196876 SCN8A
ENSG00000196890 HIST3H2BB
ENSG00000196900 TEX43
ENSG00000196911 KPNA5
ENSG00000196912 ANKRD36B
ENSG00000196914 ARHGEF12
ENSG00000196917 HCAR1
ENSG00000196922 ZNF252P
ENSG00000196923 PDLIM7
ENSG00000196924 FLNA
ENSG00000196932 TMEM26
ENSG00000196933 RPS26P11
ENSG00000196935 SRGAP1
ENSG00000196937 FAM3C
ENSG00000196943 NOP9
ENSG00000196946 ZNF705A
ENSG00000196950 SLC39A10
ENSG00000196951 SCOC.AS1
ENSG00000196954 CASP4
ENSG00000196961 AP2A1
ENSG00000196967 ZNF585A
ENSG00000196968 FUT11
ENSG00000196972 SMIM10L2B
ENSG00000196975 ANXA4
ENSG00000196976 LAGE3
ENSG00000196979 RP11.88G17.6
ENSG00000196981 WDR5B
ENSG00000196993 NPIPB9
ENSG00000196998 WDR45
ENSG00000197006 METTL9
ENSG00000197008 ZNF138
ENSG00000197013 ZNF429
ENSG00000197016 ZNF470
ENSG00000197019 SERTAD1
ENSG00000197020 ZNF100
ENSG00000197021 CXorf40B
ENSG00000197024 ZNF398
ENSG00000197037 ZSCAN25
ENSG00000197043 ANXA6
ENSG00000197044 ZNF441
ENSG00000197045 GMFB
ENSG00000197046 SIGLEC15
ENSG00000197050 ZNF420
ENSG00000197054 ZNF763
ENSG00000197056 ZMYM1
ENSG00000197061 HIST1H4C
ENSG00000197062 ZSCAN26
